Sr.,Taxpayer Name,Registration No.,Tax Paid
478,AAMIR AZAM COTTON INDUSTRIES (PRIVATE) LIMITED,2890346,"1,743,667"
479,AAMIR MUQADAR (PRIVATE) LIMITED,4430744,-
480,AAMIR NAWAZ (PRIVATE) LIMITED,3058297,-
481,AAMIR QURESHI WELFARE TRUST,3331214,-
482,AAMIR TOURS & TRAVELS PAKISTAN (PRIVATE) LIMITED,1362776,"8 70,563"
483,AAMSHA INTERNATIONAL (PRIVATE) LIMITED,4031040,"65,909"
484,AAMSONS TECHNOLOGIES (PVT.) LIMITED,7196095,"1 14,859"
485,AAN CONSTRUCTION SERVICES (PVT.) LIMITED,7229034,"1,441,978"
486,AAN DEVELOPMENT CONSULTANTS (PRIVATE) LIMITED,7429068,-
487,AAN NUTRA CARE (PVT.) LIMITED,7147172,"2 48,277"
488,AAN SECURITY COMPANY (PRIVATE) LIMITED,3182539,-
489,AAN TOUR & TRAVEL (PVT) LTD,2672756,"3 67,291"
490,AAN TRUST,3045090,"7,415"
491,AAQOO TECHNOLOGIES (PVT.) LIMITED,7103894,"5,188,891"
492,AAR BEEZ (PRIVATE) LIMITED,3986287,-
493,AAR GLOBAL (PRIVATE) LIMITED,4113986,"7 71,195"
494,AARAS PROJECT & LOGISTICS PAKISTAN (PVT.) LIMITED,4035013,"18,899"
495,AARAS SHIPPING AGENCIES (PRIVATE) LIMITED,3418757,"3 77,081"
496,AARDEE CONSULTANCY (PVT.) LIMITED,7345617,-
497,AARK EXITO (PRIVATE) LIMITED,7991793,-
498,AARON AZLAM (PRIVATE) LIMITED,7530588,"4 22,324"
499,AARON BUILDERS AND REAL ESTATE AGENT (PRIVATE) LIMITED,8920146,-
500,AARP INTERNATIONAL (PRIVATE)LIMITED,667435,-
501,AARSOL (PRIVATE)LIMITED,3621179,-
502,AARYANS SERVICES (PVT) LTD,4378695,"33,421"
503,AARZ MEDIA (PVT.) LIMITED,7529995,"29,800"
504,AAS ENTERPRISES (PRIVATE) LIMITED,3281450,"4,857,418"
505,AAS FOUNDATION,3804103,-
506,AAS GLOBAL (PVT.) LIMITED,7554436,-
507,AAS RECOVERY CENTRE (ARC),7405890,-
508,AAS RESEARCH AND DEVELOPMENT ORGANIZATION,7907943,-
509,AAS RESEARCH FOUNDATION,4256985,-
510,AAS SOCIAL ASSOCIATION,3265000,-
511,AAS WELFARE ORGANIZATION,8149497,-
512,AASA CONSULTING (PVT) LTD,1325027,"8,627,266"
513,AASAL HYDROTECH AND STEELS (PVT.) LIMITED,7271062,"1 66,485"
514,AASAL SOLAR POWER (PVT.) LIMITED,8949763,"3 04,750"
515,AASCO ENGINEERING (PRIVATE) LIMITED,8916451,-
516,AAS-E-KAUSAR FOUNDATION,7601867,-
517,AASHI (PRIVATE) LIMITED,2591384,-
518,AASHIQ-E-RASOOL TRAVELS & TOURS (PVT.) LIMITED,5280513,-
519,AASHIR & BROTHERS (PVT) LIMITED,4398219,"3,100"
520,AASHYANA WELFARE SOCIETY,7891204,-
521,AASLA INTERNATIONAL (PRIVATE) LIMITED,7504428,-
522,AASMAN TRAVELS & TOURS (PRIVATE) LIMITED,4037982,-
523,AASRA FOUNDATION PUNJAB,3686515,-
524,AAT MULTIMODEL LOGISTIC (PVT.) LIMITED,3249706,-
525,AATAN FOUNDATION,6296832,-
526,AATFAT,453629,-
527,AAU SECURITIES (PRIVATE) LIMITED,2709794,-
528,AAYAN MANAGEMENT SOLUTIONS (PVT.) LIMITED,7177838,"20,000"
529,AAYRA TRAVEL & TOURS (PVT.) LIMITED,7211536,"5,727"
530,AAYT-UL-EMAN (PRIVATE) LIMITED,3986024,-
531,AAZ BUSINESS SOLUTION (SMC-PVT.) LIMITED,7235619,"3 11,852"
532,AAZ ENERGY (PRIVATE) LIMITED,2878467,"1,726,017"
533,AAZEB (PRIVATE) LIMITED,2636775,"3 30,830"
534,AAZIM-E HARAMAIN (PRIVATE) LIMITED,3138082,-
535,AAZMEEN-E-HAJ (PRIVATE) LIMITED,4003721,-
536,AB AMPERE (PRIVATE) LIMITED,2848241,"1,414,311"
537,AB ASSOCIATES ENGINEERS & CONTRACTORS (PVT.) LIMITED,7137190,"12,309,378"
538,AB BRANDS (PVT.) LIMITED,7383947,"4 59,812"
539,AB BUILDERS & DEVELOPERS (PRIVATE) LIMITED,7902971,-
540,AB ENGINEERING (PVT.) LIMITED,1456144,"5,009,390"
541,AB ENTERPRISES (PVT) LTD,3406475,-
542,AB ENTERTAINMENT (PRIVATE) LIMITED,8938731,-
543,AB FCP II - EMERGING MARKET VALUE PORTFOLIO,5599662,"4 69,804"
544,AB HOLDINGS LIMITED,7507869,-
545,AB MAURI PAKISTAN (PRIVATE) LIMITED,1150565,"43,384,595"
546,AB POWER (PRIVATE) LIMITED,3214566,-
547,AB RICE MILLS (PRIVATE) LIMITED,3560067,"30,995"
548,AB SAEED (PVT.) LIMITED,4234558,"7,704,705"
549,AB SICAV I - ASIA INCOME OPPORTUNITIES PORTFOLIO,7958542,-
550,AB SICAV I - ASIA LOW VOLATILITY EQUITY PORTFOLIO,7958567,-
551,AB SICAV I - EMERGING MARKETS EQUITY PORTFOLIO,7958591,-
552,AB SICAV I - EMERGING MARKETS MULTI-ASSET PORTFOLIO,7958628,-
553,ABA ALI HABIB SECURITIES (PRIVATE) LIMITED,3356440,"44,293,124"
554,ABA ENGINEERING (PVT.) LIMITED,7170779,"3 17,143"
555,ABA SERVICES (PRIVATE) LIMITED,4203189,-
556,ABABEEL ENGINEERING SOLUTIONS (PRIVATE) LIMITED,7870725,-
557,ABABEEL INTERNATIONAL LINKS TRAVELS & TOURS (PVT.) LIMITED,2541529,"3 87,188"
558,ABABEEL SECURITY SERVICES (PRIVATE) LIMITED,2276128,"1,534,593"
559,ABABEEL-E-KABBA TRAVEL AND TOURE (PVT.) LIMITED,7169944,-
560,ABABIL MINERALS (PRIVATE) LIMITED,2281540,"2,925"
561,ABACUS CONSULTING (PRIVATE) LIMITED,2771806,"3,972,447"
562,ABACUS CONSULTING TECHNOLOGY (PRIVATE) LIMITED,801530,"37,659,445"
563,ABACUS CONSULTING TECHNOLOGY (PVT) LTD STAFF PROVIDENT FUND TRUST,7152806,-
564,ABACUS ELS (PRIVATE) LIMITED,2780350,"7,059,035"
565,ABACUS ENGINEERING (PRIVATE) LIMITED,7211676,"17,892"
566,ABAD COOPERATIVE HOUSING SOCIETY,4403305,"7 33,826"
567,ABAD QUALITY TRADERS (PRIVATE) LIMITED,7987607,-
568,ABAL ENERGY (PRIVATE) LIMITED,4237658,-
569,ABAN AFZAL ENGINEERING & CONSTRUCTION ASSOCIATES (PRIVATE) LIMITED,4288052,"2 63,441"
570,ABAR-E-KARAM PULPY FOODS (PVT.) LIMITED,7346953,"1 88,071"
571,ABASEEN CONSTRUCTION COMPANY (PRIVATE) LIMITED,1357423,"111,560,335"
572,ABASEEN FOUNDATION,3673194,-
573,ABASEEN GROUP (PVT.) LIMITED,2282496,-
574,ABASEEN INDUSTRIES PRIVATE LIMITED,4371064,"1,341,983"
575,ABASEEN STEEL RE-ROLLING MILL (PRIVATE) LIMITED,3612609,-
576,ABASYN COLOR POLYESTER (PRIVATE) LIMITED,2585529,-
577,ABASYN EDUCATION SYSTEM (PRIVATE) LIMITED,3403268,"2 34,000"
578,ABAZ GUL TRAVEL & TOURS (PRIVATE) LIMITED,3997889,-
579,ABB (PRIVATE) LIMITED,829374,"2,146,885"
580,ABB AG GERMANY,3066671,-
581,ABB POWER & AUTOMATION (PRIVATE) LIMITED,4233180,"99,132,850"
582,ABB RECREATION (PRIVATE) LIMITED,1201148,-
583,ABB TAKK PVT LTD,4135141,"7,201,830"
584,ABBAN LOGISTIC (PRIVATE) LIMITED,7959963,-
585,ABBAS AND COMPANY PRIVATE LIMITED,4368520,"9 18,487"
586,ABBAS BHAI AKBAR JEE (PRIVATE) LIMITED,3540568,-
587,ABBAS BUILDERS (PRIVATE) LIMITED,1018785,"5,730"
588,ABBAS CORPORATION ( (PRIVATE)) LIMITED,667463,"8,224,034"
589,ABBAS ENGINEERING INDUSTRIES LIMITED,1000657,"32,466,894"
590,ABBAS ICE & COLD STORAGE (PRIVATE) LIMITED,709339,-
591,ABBAS INTERNATIONAL TRAVELS (PRIVATE) LIMITED,3615839,"2,752,386"
592,ABBAS STEEL GROUP (PRIVATE) LTD,3107258,"3,074"
593,ABBAS STEEL INDUSTRIES (PRIVATE) LIMITED,709340,"14,935,712"
594,ABBAS TOURS (PRIVATE) LIMITED,2677917,"4 71,500"
595,ABBASI & COMPANY (PRIVATE) LIMITED,1549179,"2,815,410"
596,ABBASI ALAMDAR HOSTEL,709342,-
597,ABBASI AND COMPANY (PRIVATE) LIMITED PROVIDENT FUND TRUST,1754858,-
598,ABBASI CNG (PRIVATE) LIMITED,3324058,"5,279,853"
599,ABBASI HAJJ & UMRAH COMPANY (SMC-PRIVATE) LIMITED,2461438,-
600,ABBASI SECURITIES (PRIVATE) LIMITED,2020412,"4,503,988"
601,ABBASI TRANSPORT SERVICE (PRIVATE) LIMITED,7394620,-
602,ABBASI WELFARE FOUNDATION,7976445,-
603,ABBASI WELFARE TRUST,7147785,-
604,ABBASI WORLD LINKERS (PRIVATE) LIMITED,1495921,"48,299"
605,ABBASIA-E-HARAM SERVICES (PRIVATE) LIMITED,3984469,-
606,ABBOTABAD INTERNATIONAL MEDICAL COLLEGE,1840136,-
607,ABBOTT ASIA INVESTMENTS LIMITED,2990657,"305,037,813"
608,ABBOTT INTERNATIONAL LIMITED-USA,3225392,"25,061,936"
609,ABBOTT LABORATORIES PAKISTAN LIMITED,1347561,"1 ,468,136,252"
610,ABBOTT LABORATORIES PAKISTAN LIMITED STAFF PENSION FUND,4437874,-
611,ABBOTT LABORATORIES PAKISTAN LIMITED STAFF PROVIDENT FUND,4437872,-
612,ABBOTTABAD CHAMBER OF COMMERCE & INDUSTRY,8955090,-
613,ABBOTTABAD CLUB GURANTEE LIMITED,3045138,"2,445"
614,ABBOTTABAD DEVELOPMENT AUTHORITY,9050306,-
615,ABBOTTABAD INTERNATIONAL MEDICAL INSTITUTE PRIVATE LIMITED,4436919,"4,680,911"
616,ABBOTTABAD TRAVEL AND TOURS (PRIVATE) LIMITED,2892453,"75,200"
617,ABBOTTABAD UNIVERSITY OF HIGHER EDUCATION,9050099,-
618,ABBUSYS (PRIVATE) LIMITED,2535244,"1 77,632"
619,ABC ADVERTISERS (PRIVATE) LIMITED,3411316,-
620,ABC COMMUNICATION NETWORK (PRIVATE) LIMITED,7491659,"12,253"
621,ABC CONSTRUCTION (PRIVATE) LIMITED,3669438,-
622,ABC FISHERIES (PRIVATE) LIMITED,1418520,-
623,ABC GOLD (PRIVATE) LIMITED,1418519,-
624,ABC STUDENTS CONSULTANT (SMC-PRIVATE) LIMITED,7918355,-
625,ABCDATA (PRIVATE) LIMITED,7940580,"1 21,749"
626,ABCO INDUSTRIES (PRIVATE)LIMITED,1019861,"66,362"
627,ABCO TECHNICAL (PRIVATE) LIMITED,1560533,"23,609,889"
628,ABDALI HAJJ & UMRA SERVICES (PRIVATE) LIMITED,2637961,-
629,ABDALIANS COOPERATIVE HOUSING SOCIETY LIMITED,2731461,"2 24,524"
630,ABDAR TRAVEL & TOUR (PVT.) LIMITED,5419736,-
631,ABDOOLALLY MOOSABHAY & SONS (AMMUNITION) (PVT) LTD,709354,-
632,ABDUL AHAD TEXTILE MILLS (PVT.) LIMITED,7323751,-
633,ABDUL ALEEM KHAN FOUNDATION,3751231,-
634,ABDUL AZEEM SIDDIQUI & COMPANY (PRIVATE) LIMITED,2491350,"13,869"
635,ABDUL AZIZ SAVUL & CO (PRIVATE) LIMITED,7942984,-
636,ABDUL GHAFOOR ABDULLAH KHAN & COMPANY (PRIVATE) LIMITED,660579,"1 86,000"
637,ABDUL HADI MALIK & COMPANY (PRIVATE) LIMITED,3344565,-
638,ABDUL HADI TRAVEL & TOURS SERVICES (PVT.) LIMITED,7144606,-
639,ABDUL HAFEEZ SHAFI LEATHER (PVT.) LIMITED,7208081,"86,115"
640,ABDUL HAI FOUNDATION,5135086,-
641,ABDUL HAKIM KHAN & SONS (PRIVATE) LIMITED.,660583,"8,485,234"
642,ABDUL HAMEED KHILJI TRADERS (PVT.) LIMITED,7966723,-
643,ABDUL HAQ HAQANI HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2924750,-
644,ABDUL HAQ PIPE INDUSTRIES (PRIVATE) LIMITED,1506765,"3,521,290"
645,ABDUL KADIR ADAM BENEFICIARY TRUST,3654009,"5,284,399"
646,ABDUL KARIM SHERANI & BROTHERS (PRIVATE) LIMITED,7426904,-
647,ABDUL KHALIQ SEYAL MEMORIAL TRUST,3261838,-
648,ABDUL KHALIQ SONS (PRIVATE) LIMITED,3657513,-
649,ABDUL MAJEED & SONS SERVICES PROVIDER (PVT.) LIMITED,7252932,"2 95,107"
650,ABDUL MAJEED (S.T) TRUST,3334275,-
651,ABDUL MUHAIMIN PLASTIC (PRIVATE) LIMITED,3646300,"5 54,957"
652,ABDUL QADIR FOUNDATION,709347,-
653,ABDUL QAYYUM KHAN WELFARE TRUST,1931735,-
654,ABDUL RAFAY FOUNDATION,7604569,-
655,ABDUL RAUF ABBASI (PRIVATE) LIMITED,2789194,"72,677"
656,ABDUL RAUF MUHAMMAD HANIF (PRIVATE) LIMITED,1734860,"5,923,190"
657,ABDUL RAZIQ HANNAN (PRIVATE) LIMITED,2920582,-
658,ABDUL RAZZAK ASSOCIATES (PRIVATE) LIMITED,709350,"1,961,587"
659,ABDUL RAZZAQ & BROTHERS (PRIVATE) LIMITED,2796730,"6,347,950"
660,ABDUL RAZZAQ WELFARE TRUST (ARWT),3967400,-
661,ABDUL REHMAN ABDUL WASSAY (PRIVATE) LIMITED,3324042,"1,114"
662,ABDUL REHMAN ENTERPRISES (PVT.) LIMITED,7536378,"3,202,249"
663,ABDUL REHMAN MEMORIAL TRUST,3348429,-
664,ABDUL SABOOR WELFARE SOCIETY,7202511,-
665,ABDUL SALAM AND ZEESHAN TRAVEL & TOURS (PRIVATE) LIMITED,2537237,"4 76,169"
666,ABDUL SAMAD & BROTHERS (PRIVATE) LIMITED,4179081,-
667,ABDUL SATTAR & SONS (PRIVATE) LIMITED,7556091,-
668,ABDUL SATTAR BROTHERS (NAGARIA) (PRIVATE) LIMITED,709351,-
669,ABDUL SHAKOOR HAJI HUSSAIN TRUST,4171213,"2,263"
670,ABDUL WAHAB MARKETING & BUILDERS (PRIVATE) LIMITED,7900881,"85,328"
671,ABDUL WAHEED KHAN & COMPANY (PRIVATE) LIMITED,663241,"223,734,552"
672,ABDUL WAHEED TRUST,3375372,-
673,ABDUL WAHID ABDUL MAJID (PRIVATE) LIMITED,1363814,"13,044,038"
674,ABDUL WAHID TECHNOLOGIES (PRIVATE) LIMITED,8911733,-
675,ABDUL WALI KHAN UNIVERSITY MARDAN,9050053,-
676,ABDUL WASAY FLOUR MILLS (PRIVATE) LIMITED,3764784,"16,609,025"
677,ABDUL ZAMAN KHAN & COMPANY (PVT.) LIMITED,7287052,"2 64,426"
678,ABDULHAMEED REHMATULLAH BENEVOLENT TRUST,8950980,"2,500"
679,ABDULLAH (PRIVATE) LIMITED,709356,"5 75,091"
680,ABDULLAH ADVERTISEMENT (PRIVATE) LIMITED,7554223,-
681,ABDULLAH ASIF TRAVEL & TOURISM SERVICES (PRIVATE) LIMITED,4034093,-
682,ABDULLAH AVIATION (PVT.) LIMITED,7533782,"14,209"
683,ABDULLAH BIN FAROOQ TRAVELS PRIVATE LIMITED,4301145,-
684,ABDULLAH BIN RAWAHA HAJJ SERVICES (PRIVATE) LIMITED,2675052,-
685,ABDULLAH BIN SULTAN HAJJ & UMRAH SERVICES (PVT.) LIMITED,2462370,"5 10,000"
686,ABDULLAH CARRIAGE CONTRACTOR (SMC-PRIVATE) LIMITED,8905190,-
687,ABDULLAH COMMODITIES (SMC-PVT.) LIMITED,7263456,-
688,ABDULLAH EXPRESS (PRIVATE) LIMITED,3051378,"1 03,620"
689,ABDULLAH FABRICS (PRIVATE) LIMITED,2988315,-
690,ABDULLAH FIBRES (PRIVATE) LIMITED,2207242,"16,912,149"
691,ABDULLAH FOUNDATION,1924501,-
692,ABDULLAH H.A SHAKOOR HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,3981291,-
693,ABDULLAH HASEEB COTTON & OIL INDUSTRIES (PRIVATE) LIMITED,100961,-
694,ABDULLAH IDREES (PVT.) LIMITED,7349573,"8 84,102"
695,ABDULLAH JAN JAJI & CO (PVT.) LIMITED,7374579,-
696,ABDULLAH KHAN MUGHAL & CO (PRIVATE) LIMITED,4377178,"1 10,003"
697,ABDULLAH MAHBOOB TRAVEL AND TOURS PRIVATE LIMITED,4293879,"5,494"
698,ABDULLAH MALIK & BROTHERS (PRIVATE) LIMITED,2761357,"4 98,931"
699,ABDULLAH MANZOOR TEXTILE INDUSTRIES (PRIVATE) LIMITED,7420029,-
700,ABDULLAH MOAWAZ (PRIVATE) LIMITED,7881923,-
701,ABDULLAH OIL MILLS AND CATTLE FARMS (PVT.) LIMITED,4347082,-
702,ABDULLAH PACKAGES (PRIVATE) LIMITED,4225282,"4 87,796"
703,ABDULLAH PLASTIC INDUSTRIES (PRIVATE) LIMITED,3801013,"6 23,607"
704,ABDULLAH SARWAR WELFARE TRUST,2988727,"32,236"
705,ABDULLAH SHAH GHAZI SUGAR MILLS LIMITED,709552,"3,732,071"
706,ABDULLAH STEEL (PRIVATE) LIMITED,7497496,-
707,ABDULLAH SUGAR MILLS LIMITED,999119,-
708,ABDULLAH TEXTILE MILLS (PRIVATE) LIMITED,2322076,-
709,ABDULLAH TOURS & TRAVELERS (PRIVATE) LIMITED,2461350,"6 67,559"
710,ABDULLAH TRADERS (PVT.) LIMITED,7226599,-
711,ABDULLAH TRAVEL & TOURS HAJJ & UMRA SERVICES (PRIVATE) LIMITED,2675405,"4,094"
712,ABDULLAH WALEED TRAVEL & TOURS (PVT) LIMITED,4413499,911
713,ABDULLAH WELFARE TRUST,7358895,-
714,ABDULLAH YOUSEF TRAVEL & TOURS (PVT.) LIMITED,7330888,"3,060"
715,ABDULLAH YUNAS COMMUNICATION (PRIVATE) LIMITED,3128568,-
716,ABDULLAHABDULLAH INTERNATIONAL (PVT) LIMITED,3420704,-
717,ABD-UL-SALAM HAJJ & UMRAH (PRIVATE) LIMITED,4015685,-
718,ABDUR RAHIM & CO. (PRIVATE) LIMITED,4433759,"4,576,045"
719,ABDUR RAHIM ASHRAF TRUST,1932199,-
720,ABDUR RAHMAN CORPORATION (PRIVATE) LIMITED,1333510,"19,356,604"
721,ABDUS SAMAD TRUST,4185571,-
722,ABDUS SAMI MEMORIAL TRUST,7942964,-
723,ABEDIN INTERNATIONAL (PRIVATE) LIMITED,3353454,"2,433,320"
724,ABEER ASSOCIATES (PRIVATE) LIMITED,2741120,"3 84,695"
725,ABEER HONEY (SMC-PRIVATE) LIMITED,8924457,-
726,ABEERA BUSINESS SERVICES (PRIVATE) LIMITED,4094375,-
727,ABEERA TRAVELS & TOURS (PVT.) LIMITED,2463673,-
728,ABEL CONSTRUCTIONS (PRIVATE) LIMITED,2800890,"35,227,328"
729,ABERDEEN ASIAN SMALLER COMPANIES INVESNTMENT TRUST PLC,3764560,"6,146,079"
730,"ABERDEEN EMERGING MARKETS SMALLER COMPANIES FUND, A SERIES OF THE ABERDEEN INSTITUTIONAL COMMINGLED FUNDS, LLC.",5219612,"6,158,993"
731,"ABERDEEN EMERGING MARKETS SMALLER COMPANIES OPPORTUNITIES FUND, INC.",5219576,"6 20,634"
732,ABERDEEN ENGINEERING SERVICES (PRIVATE) LIMITED,7910335,-
733,ABERDEEN FRONTIER OPPORTUNITIES FUND,5334464,"9 46,516"
734,ABERDEEN GLOBAL - EMERGING MARKETS INFRASTRUCTURE EQUITY FUND,8906857,-
735,ABERDEEN GLOBAL EMERGING MARKETS QUANTITATIVE EQUITY FUND,8933871,-
736,ABERDEEN GLOBAL-FRONTIER MARKETS EQUITY FUND,3764557,"11,371,844"
737,ABERDEEN INSTITUTIONAL COMMINGLED FUND LLC,3668018,"12,114,717"
738,ABERDEEN NEW DAWN INVESTMENT TRUST PLC,3764556,-
739,ABERDEN GLOBAL EMERGING MARKETS SMALLER COMPANIES FUND,3764559,"9,839,704"
740,ABERDEN GLOBAL-ASIAN SMALLER COMPANIES FUND,3764558,"9,572,732"
741,ABFA GROUP OF COMPANIES (PVT.) LIMITED,3327864,"2 85,554"
742,ABGURT (PRIVATE) LIMITED.,912781,"3,980,606"
743,ABID & COMPANY (PRIVATE) LIMITED,1525636,"5 47,508"
744,ABID AIR INTERNATIONAL (PRIVATE) LIMITED,2724842,"3 43,306"
745,ABID ALI HABIB SECURITIES (PRIVATE) LIMITED,4313659,"47,696"
746,ABID AND SONS (PRIVATE) LIMITED,709357,"7,064,817"
747,ABID ASSOCIATED AGENCIES INTERNATIONAL (PRIVATE) LIMITED,2647480,-
748,ABID ASSOCIATES (PRIVATE) LIMITED,660581,-
749,ABID BROTHERS CONTRACTORS (PVT.) LIMITED,1319913,"25,039,912"
750,ABID FAIQ TEXTILE MILLS LIMITED,658682,-
751,ABID GROUP (PRIVATE) LIMITED,2580522,"6 49,547"
752,ABID HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2682797,-
753,ABID INVESTMENTS (PRIVATE) LIMITED,2954996,"78,331"
754,ABID JAMIL ENTERPRISES (PRIVATE) LIMITED,7539254,"5 95,775"
755,ABID KALEEM SPINNING MILLS (PRIVATE) LIMITED,1263209,"3,509,133"
756,ABID KHURRAM FARMS AND TRADING (PRIVATE) LIMITED,3795956,"4,216,422"
757,ABID LIGHT ENGINEERING WORKS (PRIVATE) LIMITED,667522,"7,593"
758,ABID LOGISTIC (PVT.) LIMITED,3776217,"2 48,878"
759,ABID TEXTILE MILLS (PRIVATE) LIMITED,704118,"8 77,379"
760,ABIDA MEDICAL CENTER (PRIVATE) LIMITED,7545828,-
761,ABIDEES ENGINEERING (PRIVATE) LIMITED,4255645,"2 75,738"
762,ABIHA FATIMA INTERNATIONAL (PRIVATE) LIMITED,3933312,"5,092,667"
763,ABIRA HAJJ AND UMRA SERVICES (PRIVATE) LIMITED,5297009,-
764,ABL ASSET MANAGEMENT COMPANY LIMITED,3028178,"89,978,026"
765,ABL ASSET MANAGEMENT COMPANY LIMITED STAFF PROVIDENT FUND,4417721,-
766,ABL CASH FUND,3603196,-
767,ABL FINANCIAL PLANNING FUND,7162884,-
768,ABL GLOBAL EMERGING EQUITY INVESTMENT TRUST,5023736,-
769,ABL GOVERNMENT SECURITIES FUND,3833447,-
770,ABL INCOME FUND,3161235,-
771,ABL ISLAMIC ASSET ALLOCATION FUND (ABL-IAAF),8900658,-
772,ABL ISLAMIC DEDICATED STOCK FUND,7354320,-
773,ABL ISLAMIC FINANCIAL PLANNING FUND,7163445,-
774,ABL ISLAMIC INCOME FUND,3606843,-
775,ABL ISLAMIC PENSION FUND,4299456,-
776,ABL ISLAMIC STOCK FUND,4140511,-
777,ABL PENSION FUND,4295891,-
778,ABL STOCK FUND,3330264,-
779,ABL WELFARE FUND,4174323,-
780,ABLE COMPUTERS (PRIVATE) LIMITED,7894278,-
781,ABL-EMPLOYEES GRATUITY FUND,4172851,-
782,ABL-EMPLOYEES SUPERANNUATION (PENSION) FUND,4172854,-
783,ABL-STAFF BENEVOLENT FUND,4172856,-
784,ABL-STAFF PROVIDENT FUND,4172853,-
785,ABM ASSOCIATES (PRIVATE) LIMITED,8921875,-
786,ABM DATA SYSTEMS (PRIVATE) LIMITED,1364967,"24,293,271"
787,ABM INDUSTRIES (PRIVATE) LIMITED,1132064,-
788,ABM INFO TECH PVT LIMITED,992084,"7,419,919"
789,ABM TECHNOLOGIES (PRIVATE) LIMITED,2866073,"84,511"
790,ABMS TRADERS (PVT.) LIMITED,7277955,"1,103,493"
791,ABM-SATUMA (PRIVATE) LIMITED,7589569,-
792,ABN ENTERPRISES (PRIVATE) LIMITED,7937472,-
793,ABN INSTITUTE OF COMPUTER EDUCATION (PRIVATE) LIMITED,3769346,"75,011"
794,ABN OVERSEAS EDUCATION (PRIVATE) LIMITED,3921213,-
795,ABNAB INDUSTRIES (PVT.) LIMITED,5285599,-
796,ABODE (PRIVATE) LIMITED,3389112,-
797,ABQAR HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2910054,-
798,ABRAAJ PAKISTAN (PVT.) LIMITED,7166917,-
799,ABRACCI LIMITED,7342122,-
800,ABRAR FLOUR MILLS (PRIVATE) LIMITED,2825243,"39,143"
801,ABRAX (PVT.) LIMITED,8970220,-
802,ABRIDGE IMPORT EXPORT AND TRADING COMPANY (PVT.) LIMITED,7241167,"90,186"
803,ABRIS (PVT.) LIMITED,4359675,"2,272,390"
804,ABRO (PRIVATE) LIMITED,2824501,-
805,ABROMIN (PVT.) LIMITED,7490188,-
806,ABS CAPACITY BUILDING INTERNATIONAL (PRIVATE) LIMITED,4288313,-
807,ABS SURVEYORS (PRIVATE) LIMITED,8905118,-
808,ABS WORLD WIDE (PRIVATE) LIMITED,803911,-
809,ABSHER TRAVELS & TOURS (PVT.) LIMITED,7170197,"24,108"
810,ABS-LABS (PRIVATE) LIMITED,4164926,-
811,ABSOLMED (PRIVATE) LIMITED,7988736,-
812,ABSOLUIT PAKISTAN (PVT.) LIMITED,7241533,-
813,ABSOLUTE DEVELOPMENT (PVT) LTD,3621300,-
814,ABSOLUTE LOGISTICS SERVICES (PVT.) LTD,3323539,-
815,ABSOLUTE SIGHT (PRIVATE) LIMITED,7888503,-
816,ABSOLUTE SYSTEMS SOLUTIONS PRIVATE LIMITED,4381048,-
817,ABSOLUTUS (PRIVATE) LIMITED,3652910,"51,584"
818,ABSON DIFFUSION (PRIVATE) LIMITED,679739,-
819,ABSORMEX HYGIENE PRODUCTS (PRIVATE) LIMITED,2525313,"5 11,267"
820,ABT MARKETING (PVT.) LIMITED,7345234,-
821,ABT TRAVEL & TOURS (PVT.) LIMITED,7237184,"6,021"
822,ABTACH LIMITED,4362123,"1,001,334"
823,ABTAK PUBLICATIONS (PRIVATE) LIMITED,3908240,-
824,ABTEX INTERNATIONAL LIMITED,2710774,"4,713,495"
825,ABU ANNAS HAJJ &UMRAH SERVICES (PRIVATE) LIMITED,2974432,-
826,ABU BAKAR CONSTRUCTORS PVT LTD,4342774,-
827,ABU BAKAR TEXTILE MILLS (PVT.) LIMITED,3061579,"3,959,355"
828,ABU BILAL INTERNATIONAL (PRIVATE) LIMITED,3981617,-
829,ABU DHABI INVESTMENT AUTHORITY,3048917,"6,672,893"
830,ABU DHABI OVERSEAS EMPLOYMENT PROMOTERS (PRIVATE) LIMITED,7905301,-
831,ABU DHABI PAKISTAN HOLDINGS (PRIVATE) LIMITED,3982234,-
832,ABU DHABI TRADING & CONTRACTOR (PRIVATE) LIMITED,7905330,"36,602"
833,ABU DHABI TRAVELS & TOURS (PRIVATE) LIMITED,7905302,-
834,ABU DOUSHAR HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2646374,"9,000"
835,ABU FAISAL HAJJ SERVICES (PRIVATE) LIMITED,2628827,-
836,ABU FAWAZ HAJJ SERVICES (PRIVATE) LIMITED,2628828,-
837,ABU GHAZALEH INTELLECTUAL PROPERTY SERVICES (PRIVATE) LIMITED,2238846,"1,685,814"
838,ABU HAMID TRAVEL & TOURS (PRIVATE) LIMITED,2672491,"3 94,218"
839,ABU HANZALA HAJJ SERVICES (PRIVATE) LIMITED,2296519,"5 91,157"
840,ABU HURAIRA TRUST,7451564,-
841,ABU IBRAR HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,2632117,-
842,ABU JUNAID TRAVELS (PVT.) LIMITED,7384945,-
